user_id,lesson_id,completed_date,score,attempts_count,is_completed
157,1,2024-05-28 20:01:12.884842,,,f
158,1,,100,3,t
159,1,2025-02-11 01:43:17.855244,,4,t
161,1,2025-05-14 20:18:13.281905,,,t
163,1,2025-02-13 19:33:42.27641,,,t
165,1,2024-02-12 04:21:10.25941,,,t
166,1,2025-01-11 21:29:50.940353,,,f
167,1,,,,t
170,1,2024-07-31 02:36:07.204685,,,t
175,1,2024-07-06 12:04:57.225866,,,t
178,1,2025-07-14 07:22:06.724095,,,t
179,1,2024-10-01 15:42:41.525507,,,t
180,1,2025-09-02 15:05:25.644575,99,,t
181,1,,,,t
182,1,2025-02-25 20:44:57.826968,,5,t
187,1,2024-02-05 06:53:17.751699,66,2,t
188,1,,,,t
189,1,,,,t
190,1,,76,,f
191,1,2025-02-23 09:49:23.693739,94,,f
196,1,2024-06-21 14:41:50.619776,,5,t
197,1,2025-09-25 10:08:08.763227,,,t
198,1,,,3,t
199,1,2025-02-26 03:56:09.075526,61,,f
201,1,2025-09-15 17:25:09.289555,,,t
205,1,2025-08-23 23:45:49.340355,65,3,t
209,1,2025-08-31 21:49:15.933679,99,,f
221,1,,,,f
227,1,2025-01-30 12:38:28.019953,97,,t
242,1,2025-03-20 13:48:04.736988,,,f
264,1,2024-05-13 09:04:48.076083,,,t
274,1,2025-02-04 04:26:08.054395,,5,t
275,1,2025-11-15 19:58:43.94777,,,t
277,1,,84,3,t
284,1,,86,,t
293,1,2024-08-25 07:59:39.128512,,3,t
308,1,2025-09-08 08:47:19.240634,83,,f
311,1,,,,t
315,1,,,,t
324,1,2025-07-05 17:01:56.013918,,,t
331,1,2025-08-08 18:55:35.697115,85,,t
344,1,2025-02-15 12:13:15.232362,,2,f
352,1,,,,t
354,1,2024-08-21 08:57:06.379923,,3,t
365,1,2024-12-15 12:45:00.215889,92,3,f
366,1,2024-11-02 05:50:39.287851,62,,f
367,1,2025-07-23 15:37:46.436685,,,t
368,1,2024-05-20 13:32:46.692794,,,t
374,1,,82,4,t
376,1,2024-08-20 01:55:19.221972,,,f
382,1,,60,,f
390,1,,97,,t
395,1,2025-06-07 17:17:36.437722,,,t
397,1,2024-05-01 23:06:34.030469,,,t
402,1,2024-01-01 08:47:08.967456,,,f
406,1,2024-07-11 06:24:22.9096,,,t
414,1,2025-03-07 10:11:30.611586,64,,t
424,1,2024-05-13 06:14:14.784582,,3,t
425,1,2024-01-06 04:37:19.219102,,3,f
428,1,2024-01-22 01:45:43.362435,73,5,t
433,1,2024-06-06 19:06:23.667927,,2,f
447,1,2024-07-25 20:33:00.522326,,,f
449,1,2025-04-03 10:32:01.438633,79,3,f
458,1,2024-02-17 16:11:27.374536,,,f
462,1,,98,,f
464,1,2024-04-10 00:22:50.735834,,,f
465,1,2025-11-09 03:10:56.535878,,,f
471,1,2024-10-26 03:27:40.441842,,5,f
473,1,2024-03-25 01:01:35.101621,98,2,f
477,1,,,5,t
488,1,,,2,t
489,1,2025-10-24 07:13:23.319536,,,f
491,1,2025-08-02 17:32:56.912325,,,t
498,1,2024-10-21 22:08:40.089674,,,f
1,2,2025-06-11 09:06:51.399393,,2,f
2,2,2025-02-11 00:07:07.23678,,,t
3,2,2025-07-24 07:13:20.919712,,,f
4,2,,70,,t
5,2,2025-10-03 23:36:05.317968,76,4,t
6,2,2025-08-21 01:16:59.07229,,,t
7,2,,,,t
8,2,,61,4,t
9,2,,,,t
10,2,2024-09-17 21:02:27.722512,,,t
11,2,2024-12-01 07:58:17.785129,,1,t
12,2,,,,t
13,2,,74,,f
14,2,2024-02-03 04:26:41.370064,,,t
15,2,,,,t
17,2,2025-10-31 08:15:02.670705,,2,t
18,2,2024-04-09 22:55:20.522717,,,t
19,2,2025-04-11 18:01:25.946795,,,t
20,2,,,,t
21,2,2024-04-16 17:49:25.577375,,1,t
22,2,2025-04-30 20:50:15.487966,,,t
23,2,2025-09-09 00:10:13.986502,69,,t
24,2,2025-06-06 12:02:40.042144,84,4,t
25,2,2024-01-20 03:45:57.923192,,,t
26,2,,96,,t
27,2,,,,f
28,2,2024-09-20 22:09:03.589922,73,,f
29,2,2025-07-09 23:12:05.771314,,2,t
30,2,,,2,t
31,2,2025-08-21 12:17:01.451731,,,f
32,2,,64,5,t
33,2,2024-01-01 23:28:54.569467,,2,t
34,2,2024-11-26 04:10:17.761161,,,f
35,2,2024-08-14 22:58:12.67398,,4,f
37,2,,79,,t
38,2,,94,,t
39,2,2025-03-25 09:53:13.868236,,,t
40,2,,,1,f
41,2,2025-06-08 10:03:34.078553,,3,f
42,2,2025-08-25 17:07:42.464895,,2,f
43,2,2024-12-30 01:49:50.813152,,3,t
44,2,2024-07-01 14:28:42.649058,,3,t
45,2,,80,2,t
46,2,2025-06-14 20:53:01.218388,67,,f
47,2,2024-03-06 13:01:12.846897,91,4,t
48,2,2025-11-08 16:11:48.023795,,4,t
49,2,,,,t
50,2,2024-09-09 20:01:41.032521,,,t
52,2,,,1,f
53,2,,,,f
55,2,2024-04-17 19:16:22.956745,66,,t
56,2,2025-06-11 08:33:04.995809,70,,t
58,2,,,,t
61,2,2024-07-01 13:15:22.474823,94,,f
62,2,2024-01-13 13:25:29.800867,,,t
63,2,2024-04-09 20:58:35.543695,,,t
65,2,2025-01-07 20:04:46.801979,98,,f
67,2,,,,t
68,2,,,,t
69,2,2024-10-24 13:50:56.862586,,,t
70,2,2024-11-07 08:39:53.363958,64,,f
71,2,2024-07-27 18:38:08.362508,,1,t
74,2,2024-12-31 19:29:15.20528,,,f
79,2,,,3,t
81,2,2024-05-20 21:55:39.614081,,,f
84,2,2025-11-16 13:51:04.549409,,,t
87,2,2024-03-07 04:24:58.651682,73,,t
88,2,2025-01-01 08:18:25.376736,65,,t
89,2,2024-10-14 18:53:36.95805,,,t
94,2,2024-10-02 03:13:31.553242,93,,t
95,2,2025-07-03 04:46:13.2208,,,t
96,2,2024-04-26 20:12:33.905552,,,t
97,2,2025-04-03 15:59:10.860624,,,f
98,2,,,,t
99,2,2025-05-01 17:15:21.190541,,,t
100,2,2024-02-28 17:05:14.175389,,,t
101,2,2025-03-01 19:17:26.565174,88,,f
102,2,2024-03-18 10:00:14.058478,68,3,t
104,2,,,,t
106,2,2025-06-24 18:07:25.988409,,,t
110,2,2024-09-02 23:31:20.998232,,,f
115,2,2025-11-09 18:16:57.625774,,,t
118,2,,,,t
121,2,2024-05-19 07:04:21.813965,80,,t
122,2,,64,,t
123,2,,,,t
124,2,,,4,t
125,2,,73,,t
128,2,2024-03-18 22:43:19.172374,,,t
129,2,,60,4,f
132,2,,,4,f
133,2,2024-06-05 03:29:12.448369,,,t
135,2,2024-12-30 13:46:36.885687,,,t
136,2,2024-04-21 18:38:16.874172,,,t
138,2,2025-02-08 01:48:04.825001,,2,t
141,2,,,,t
142,2,2024-03-01 01:24:40.252674,,3,f
145,2,,60,4,t
147,2,,97,4,f
148,2,2024-08-29 13:55:58.308097,,,t
155,2,2024-06-30 04:29:49.416467,,1,t
156,2,2025-01-18 21:38:45.663501,,,f
157,2,2024-12-01 04:20:32.332644,,3,t
158,2,,,,t
159,2,,,2,f
161,2,2024-04-06 03:20:11.882952,,1,t
163,2,2024-09-12 23:12:01.505518,76,,t
165,2,2024-02-14 05:30:05.963938,,,f
166,2,2024-07-19 10:08:49.149247,98,,t
167,2,2025-06-09 18:48:44.828079,,,t
170,2,2024-05-10 04:56:49.871485,71,,t
175,2,2025-03-17 15:19:46.595442,,1,t
178,2,2024-11-19 15:14:40.170115,77,,t
179,2,,,5,f
180,2,,,,t
181,2,,,,f
182,2,,69,,t
187,2,2024-06-12 01:23:05.202165,95,,t
188,2,,,5,t
189,2,,,,t
190,2,2025-08-30 18:38:09.522943,,,f
191,2,2024-08-23 10:31:33.483884,69,1,t
196,2,2025-01-25 03:23:50.23851,90,,t
197,2,2025-09-05 01:07:57.317022,,,t
198,2,2025-08-04 00:10:12.52646,83,4,f
199,2,,82,4,t
201,2,2024-06-25 06:53:00.001407,,,f
205,2,2025-07-20 19:29:37.942018,,4,t
209,2,2025-02-28 00:17:10.402422,,,t
221,2,2024-04-04 07:28:53.659542,,,t
227,2,2025-03-06 17:40:04.363449,,,t
242,2,,,2,f
264,2,,,,t
274,2,2025-10-11 12:50:17.304189,,,f
275,2,,,,t
277,2,2024-01-29 04:35:19.57912,87,2,t
284,2,2024-01-11 03:17:30.529784,,,t
293,2,2024-07-11 11:03:59.808447,,4,t
308,2,2024-07-28 14:47:47.185001,87,,t
311,2,,93,5,t
315,2,,,4,f
324,2,2024-10-05 15:44:01.651425,,,t
331,2,2024-11-10 01:49:50.775018,74,4,t
344,2,2024-12-10 20:45:04.237172,,,t
352,2,2025-08-21 20:42:44.845824,,,f
354,2,2025-06-04 05:51:47.724605,86,,f
365,2,,,,t
366,2,2024-06-17 04:38:21.166969,,,f
367,2,2025-07-13 08:58:38.470198,85,4,t
368,2,,,,t
374,2,2025-11-28 05:12:48.538244,,,f
376,2,2025-04-11 18:53:02.346494,,,t
382,2,,90,,f
390,2,2024-05-25 00:06:41.669455,,,t
395,2,2024-06-21 23:12:58.709201,,,t
397,2,,,,t
402,2,2025-11-11 13:44:17.337911,,4,t
406,2,2025-10-20 01:28:41.253961,77,,f
414,2,,,,t
424,2,,90,,t
425,2,2024-12-02 21:27:54.433034,70,5,t
428,2,2024-09-15 17:03:51.889183,,,t
433,2,2024-06-09 20:39:57.844172,,,f
447,2,,,,f
449,2,2025-10-20 15:33:55.237588,83,5,f
458,2,,,,f
462,2,2024-10-25 20:15:45.836352,90,4,f
464,2,2024-04-12 13:24:19.587008,,,t
465,2,2024-10-30 02:07:46.761799,94,,t
471,2,2024-10-12 03:11:11.336116,92,,t
473,2,2024-04-19 17:28:53.971621,67,,f
477,2,2024-05-17 08:00:27.516014,,4,t
488,2,,,3,f
489,2,2024-02-08 02:41:35.766176,,,t
491,2,,,,t
498,2,,,,t
1,3,2024-07-08 11:48:00.138667,67,,t
2,3,2025-10-14 00:34:31.298981,,,t
3,3,2024-09-21 15:25:43.705317,99,,t
4,3,2024-03-22 17:06:19.108701,,,t
5,3,,72,,t
6,3,,,4,t
7,3,,,,t
8,3,,,4,t
9,3,,,,t
10,3,2025-08-30 09:32:01.015039,,,t
11,3,2024-12-01 22:58:18.921089,,,f
12,3,,69,,t
13,3,,68,,t
14,3,2025-02-28 15:49:10.639682,,,t
15,3,,,,f
17,3,2025-07-21 13:18:26.959951,75,4,t
18,3,2024-10-25 14:24:09.064816,,,t
19,3,2025-11-30 23:35:19.832282,,,f
20,3,2024-05-07 16:51:34.958324,81,,f
21,3,2024-05-19 08:46:49.240788,67,,f
22,3,,,1,t
23,3,2024-01-08 02:32:50.778087,,5,t
24,3,,,,f
25,3,2024-06-15 13:37:16.919313,,,f
26,3,2024-08-21 12:13:49.77451,100,,t
27,3,2024-12-21 09:40:05.005671,78,,t
28,3,2024-09-19 19:21:49.264571,,,f
29,3,2025-10-21 05:36:40.087564,,,f
30,3,2024-10-15 19:47:58.569769,,,t
31,3,,99,,t
32,3,2024-06-03 10:40:09.163753,,,f
33,3,2024-08-10 11:36:54.902483,91,,t
34,3,,,2,t
35,3,2024-11-15 23:35:35.458862,,,t
37,3,,,2,t
38,3,2024-06-03 11:23:42.023241,,,t
39,3,2024-07-08 19:08:35.856625,,,f
40,3,2025-07-07 03:12:50.255452,,3,t
41,3,,,,t
42,3,2024-03-02 19:52:40.724866,,,t
43,3,,98,,t
44,3,2024-02-26 23:39:39.874094,82,,f
45,3,,,,t
46,3,2024-10-01 11:47:42.280577,65,2,t
47,3,,88,,t
48,3,2024-11-25 04:26:48.59838,98,,t
49,3,,,,t
50,3,2025-07-19 20:39:47.701949,,,t
52,3,2024-03-04 17:13:53.604288,,2,f
53,3,,,,t
55,3,,,,t
56,3,,95,,t
58,3,2025-11-21 01:16:42.499401,,,t
61,3,2024-10-17 02:31:18.926553,98,,t
62,3,,,,f
63,3,2025-01-03 06:51:40.10654,,,t
65,3,2024-12-01 16:59:42.011385,,,f
67,3,2024-02-25 17:04:33.092796,76,,t
68,3,2025-01-28 12:25:07.447319,,,f
69,3,2025-06-15 22:39:22.870088,,,t
70,3,,,,t
71,3,2024-10-06 10:16:45.635156,,,t
74,3,2024-04-09 09:40:18.97256,,5,t
79,3,2025-09-24 04:02:05.340883,81,,t
81,3,2024-08-24 20:18:33.992104,,,f
84,3,2024-09-05 22:24:43.299711,80,,t
87,3,2025-04-18 03:04:42.305375,,1,f
88,3,,,2,t
89,3,2024-11-18 16:15:43.696576,,3,f
94,3,,,,t
95,3,2025-03-15 14:02:46.428621,,2,f
96,3,2025-04-15 23:26:46.850735,,,f
97,3,2024-06-12 00:43:00.928171,,,f
98,3,2025-08-16 16:12:23.299437,,2,t
99,3,,,,t
100,3,2025-06-13 20:15:00.849453,,5,t
101,3,2024-12-14 02:12:44.700899,88,,f
102,3,2025-05-13 20:17:43.206627,,,t
104,3,,,1,t
106,3,2025-07-03 21:45:30.277301,,,f
110,3,,,,t
115,3,,,,f
118,3,2025-04-15 21:08:47.980996,,5,t
121,3,2024-06-04 04:55:25.859398,,,t
122,3,2024-06-30 11:49:41.704571,,2,t
123,3,2025-06-08 01:34:14.380138,,,f
124,3,2025-04-08 16:20:11.190248,,,t
125,3,2025-06-04 10:16:42.487217,,,t
128,3,,88,3,t
129,3,2025-08-06 11:48:09.818942,,,t
132,3,2024-08-26 20:50:53.226326,80,,t
133,3,2025-11-10 04:03:28.449149,,,t
135,3,2024-12-06 10:20:41.182723,,,t
136,3,,,,f
138,3,2025-04-16 03:16:16.332549,87,5,t
141,3,2024-06-03 14:43:27.041197,,2,t
142,3,2025-09-22 11:28:39.149817,90,,f
145,3,,60,,t
147,3,2024-11-23 07:04:05.037509,,4,t
148,3,2024-07-15 21:15:13.881213,,,f
155,3,2024-12-11 07:20:35.411359,,,f
156,3,,,,f
157,3,,69,,f
158,3,2024-02-11 14:43:10.777996,,2,f
159,3,,,,t
161,3,,64,,t
163,3,2025-03-28 13:01:34.814996,,,t
165,3,2024-06-30 11:41:15.139127,81,,t
166,3,2024-08-04 11:14:19.575919,,,f
167,3,2024-03-07 16:38:02.09121,,5,f
170,3,2024-06-18 01:30:52.794357,,3,t
175,3,2024-07-02 15:50:31.699878,,,f
178,3,2025-10-24 15:08:04.085226,,,t
179,3,2025-05-03 16:51:36.469388,,2,t
180,3,2024-01-09 20:44:22.745317,,5,t
181,3,,,,t
182,3,2024-10-17 23:11:17.125002,70,3,f
187,3,2024-04-17 17:27:34.069766,84,,t
188,3,2024-08-10 13:41:20.160245,91,,t
189,3,2024-03-15 11:39:22.25767,70,,f
190,3,,,,t
191,3,,98,,t
196,3,2024-06-19 12:11:28.818959,,,t
197,3,2024-07-26 05:46:50.757822,,,t
198,3,2024-09-01 01:04:35.354608,,,t
199,3,2025-10-06 19:07:37.103687,96,,t
201,3,,,,t
205,3,2024-12-12 15:33:27.43205,,,t
209,3,2025-02-08 16:09:28.310841,,3,f
221,3,2025-06-27 21:27:44.134093,63,,t
227,3,2025-09-29 11:49:19.616285,,2,f
242,3,2024-08-15 12:21:05.023119,,,f
264,3,2025-04-14 17:40:02.451626,74,3,t
274,3,2025-06-03 22:40:58.104639,66,,f
275,3,2024-11-01 15:43:37.833328,72,3,t
277,3,2024-02-04 05:45:19.630703,,,t
284,3,2024-12-08 01:03:51.680324,,4,t
293,3,,88,,t
308,3,,,,f
311,3,,,,t
315,3,2024-01-14 06:06:14.947124,71,1,f
324,3,2024-09-28 15:06:48.756888,,3,f
331,3,2024-08-26 12:11:08.226496,,,f
344,3,2024-09-02 18:21:42.570608,,3,t
352,3,2025-07-13 16:10:53.206307,96,2,t
354,3,2025-10-20 07:48:37.708928,69,,t
365,3,,60,,f
366,3,,,,t
367,3,2024-03-24 05:16:32.212557,,,t
368,3,,,,f
374,3,,,,f
376,3,2024-04-24 01:44:07.773257,96,,f
382,3,2025-08-10 13:48:23.935729,77,,t
390,3,2024-11-24 00:32:10.503399,74,,t
395,3,2024-09-21 14:58:07.881696,,,t
397,3,2024-02-20 10:45:48.15549,,5,f
402,3,,61,5,t
406,3,2025-01-02 22:47:30.167637,,4,t
414,3,2024-06-09 14:36:53.297677,,,t
424,3,2024-01-12 10:10:44.027789,,,f
425,3,2024-04-23 00:04:16.380839,,1,t
428,3,2025-02-23 07:12:25.946972,67,3,t
433,3,2024-02-09 18:36:13.148154,,,t
447,3,2025-04-04 06:23:02.133651,,,t
449,3,,,,t
458,3,,,,f
462,3,2025-04-11 21:18:14.958122,,,t
464,3,2025-05-25 14:04:47.993803,87,,t
465,3,2024-03-25 07:57:16.597727,,1,t
471,3,2024-08-22 05:11:52.738556,,2,t
473,3,,78,,t
477,3,,98,,f
488,3,2025-01-26 12:12:09.772407,65,,t
489,3,,,,t
491,3,2025-06-19 15:51:11.250493,83,,f
498,3,,,,f
1,4,2024-06-25 18:39:57.817201,,3,t
2,4,,,,t
3,4,,,3,t
4,4,2024-06-14 20:41:31.327751,,,t
5,4,2024-03-04 14:59:46.234934,,4,t
6,4,2025-06-22 15:31:25.802927,,3,f
7,4,2025-08-08 03:58:18.874408,,,t
8,4,2024-08-08 14:20:25.800856,,,f
9,4,,84,,t
10,4,2025-05-09 22:01:32.637177,,1,t
11,4,2025-01-05 10:05:59.449969,100,3,f
12,4,2025-05-28 22:38:10.192957,100,1,t
13,4,2025-01-03 09:49:14.84599,,4,t
14,4,2024-10-26 09:07:15.295843,,,f
15,4,,,,t
17,4,2025-01-14 21:55:02.984984,,2,t
18,4,2024-12-21 08:31:40.871151,76,5,f
19,4,2025-07-05 23:06:16.454601,,,t
20,4,2025-06-06 06:33:32.509907,78,,t
21,4,2025-03-09 06:20:59.247981,,,t
22,4,,,4,t
23,4,2024-08-12 13:10:55.054883,,,t
24,4,,85,,t
25,4,,61,,f
26,4,,,,t
27,4,,,,t
28,4,,,,t
29,4,2025-02-15 05:01:29.180877,,,t
30,4,2025-06-30 21:14:03.884072,,,t
31,4,2024-04-09 04:19:36.381456,80,,t
32,4,,,,t
33,4,,,1,t
34,4,2025-07-31 00:10:28.535659,86,,f
35,4,2024-04-03 07:18:44.166168,96,,t
37,4,,,4,t
38,4,,,,t
39,4,2025-01-22 05:34:59.279978,,,t
40,4,2025-10-21 07:53:15.385501,,,f
41,4,2024-09-29 06:33:33.906065,,5,t
42,4,,100,1,f
43,4,2024-05-13 16:27:40.356541,,,t
44,4,2025-07-12 12:33:13.934225,,,t
45,4,2024-12-17 03:34:43.583701,67,,f
46,4,2024-11-26 16:59:49.214351,82,,t
47,4,2024-09-14 15:18:28.805199,,1,t
48,4,2025-06-26 02:51:17.895174,,1,t
49,4,,,5,t
50,4,2024-03-09 20:04:07.993641,,,t
52,4,2024-04-07 06:23:33.023978,71,2,t
53,4,2025-08-01 15:37:23.390088,,,f
55,4,,,,f
56,4,,,,t
58,4,2025-09-16 08:37:29.055208,,,f
61,4,2024-07-03 03:21:48.005942,,,t
62,4,,,,f
63,4,2024-08-20 11:04:49.755325,,2,t
65,4,2025-09-09 18:58:46.755166,,,t
67,4,,,,t
68,4,,,1,t
69,4,,,,t
70,4,,,,t
71,4,2024-10-02 08:10:40.447072,,,f
74,4,2024-08-26 13:05:46.654515,,,t
79,4,2024-09-15 23:43:22.051596,88,5,f
81,4,2024-03-30 05:01:05.085993,,,f
84,4,2025-04-27 10:34:53.696851,,,t
87,4,2024-10-16 21:22:03.624833,,2,f
88,4,,,5,t
89,4,2025-02-01 11:35:04.554973,61,1,f
94,4,2025-03-22 03:27:41.804221,,,t
95,4,2025-04-19 20:54:27.973942,,1,t
96,4,,,3,f
97,4,2024-07-30 02:57:19.337765,,,t
98,4,2024-10-21 15:12:36.600942,,,f
99,4,2025-06-01 16:10:01.325535,,,t
100,4,,,5,f
101,4,2025-06-11 17:10:20.129723,,2,t
102,4,,,,t
104,4,,,1,t
106,4,,,,t
110,4,2024-09-20 13:17:59.239799,,,t
115,4,2025-03-27 09:37:21.914534,,,t
118,4,,76,,f
121,4,,63,,f
122,4,2024-06-25 02:27:50.000777,,,f
123,4,,,4,t
124,4,2024-02-29 11:03:59.53698,83,,t
125,4,2025-02-25 10:54:24.368672,,,f
128,4,2024-11-20 03:49:35.680581,,,t
129,4,2024-02-24 05:39:23.288816,,,t
132,4,2024-09-25 04:26:48.774728,,,f
133,4,2024-10-30 22:27:46.375537,60,,f
135,4,,,,t
136,4,2025-07-18 06:58:58.470564,77,5,t
138,4,2024-11-05 15:23:17.088441,,,t
141,4,2025-09-19 14:54:39.875959,,,t
142,4,2025-10-31 02:16:28.538249,,,f
145,4,2024-03-20 12:39:14.477486,,2,t
147,4,,,1,t
148,4,,,,f
155,4,2025-11-03 23:17:33.560597,,,t
156,4,2024-11-04 04:51:35.134039,93,,t
157,4,2024-11-08 13:14:07.461462,,4,t
158,4,2024-07-04 05:00:17.305241,,2,t
159,4,2025-06-30 15:21:22.598513,70,,t
161,4,,,,t
163,4,2025-09-14 02:36:08.010386,97,2,t
165,4,,,5,f
166,4,2024-11-07 08:17:30.271249,95,2,f
167,4,2024-04-28 23:08:05.951831,,,t
170,4,2024-11-17 04:23:40.896031,,,t
175,4,2024-06-18 20:42:29.967091,,,t
178,4,2025-08-11 06:25:22.443362,,,t
179,4,2024-08-17 14:56:24.142955,66,,t
180,4,2025-06-01 06:17:10.354345,,,f
181,4,2024-05-12 11:40:26.772268,,,t
182,4,,,,t
187,4,2025-02-01 00:08:39.280543,,,t
188,4,2025-04-22 22:33:21.50709,,,t
189,4,2024-05-24 14:23:12.774396,,,t
190,4,2025-02-11 01:31:36.865476,71,2,t
191,4,,,,t
196,4,2024-05-27 17:32:18.343961,,,t
197,4,2024-05-06 12:01:54.078242,,4,t
198,4,2024-09-15 13:24:51.565078,,,t
199,4,2024-04-03 03:09:48.57528,,2,t
201,4,,,4,t
205,4,2024-11-27 10:58:44.20168,82,,f
209,4,2025-09-18 11:19:01.966673,,,t
221,4,,91,,t
227,4,,,4,t
242,4,2025-04-23 04:15:58.896585,73,5,f
264,4,2024-01-06 12:22:37.142157,,5,t
274,4,2024-12-25 07:45:37.384609,,,t
275,4,2024-12-01 22:08:43.078485,,5,t
277,4,2024-07-08 09:06:12.123452,,,t
284,4,2025-07-04 14:19:45.05977,,,t
293,4,2024-10-30 04:41:06.766268,,,f
308,4,2025-08-17 15:31:36.526771,95,4,t
311,4,,77,,f
315,4,2024-07-10 20:45:01.122635,60,1,f
324,4,,,4,t
331,4,,66,,t
344,4,,97,,t
352,4,2024-09-21 10:10:08.303657,67,,t
354,4,,,,t
365,4,2025-10-05 19:53:38.588991,,,t
366,4,,,,f
367,4,2025-05-24 13:13:44.896775,,4,t
368,4,2024-03-06 07:55:00.518015,,,t
374,4,,100,,f
376,4,2025-09-14 01:11:53.353806,94,1,t
382,4,,,,f
390,4,,,1,t
395,4,,,,f
397,4,2025-04-07 05:25:14.862441,,,f
402,4,2025-06-11 19:50:19.06205,,2,f
406,4,2025-02-21 19:23:23.610639,,3,t
414,4,2024-07-28 05:07:56.704333,,,t
424,4,2024-05-23 19:31:22.338949,,,t
425,4,2025-11-04 23:05:33.736373,90,,t
428,4,2025-11-17 11:56:14.316955,,1,t
433,4,2024-12-21 20:40:52.659744,,,t
447,4,2025-08-06 08:15:31.147747,,3,t
449,4,,,,t
458,4,,95,4,t
462,4,2024-03-20 02:21:34.232335,97,,t
464,4,,,,f
465,4,2025-10-14 11:54:27.97017,,,t
471,4,2025-07-11 14:24:21.161581,95,4,t
473,4,2025-04-04 12:58:38.395485,,4,f
